How can I generate reports for my group Insights?|<p>To generate reports select &ldquo;Reports&rdquo; from your group&rsquo;s &lsquo;Dashboard&rsquo;. Select the &lsquo;Time Summary&rsquo; and &lsquo;Report Format&rsquo; and click on &lsquo;Generate Report&rsquo; to view report as &lsquo;Web group&rsquo; or export as an &lsquo;Excel&rsquo; file to be downloaded to your hard-drive.</p>|Groups|Insights
Can I get an emails for my group Insights?|<p>Yes, you can receive periodic emails with insights of your group. You can choose to receive group Insight emails by enabling the &ldquo;Periodic statistical insights of my groups&rdquo; option under &ldquo;Directory / groups&rdquo; field in the &ldquo;Notifications&rdquo; section of your &ldquo;My Settings&rdquo; area. The availability of this setting is conditional depending on the settings chosen by our site administrator.</p>|Groups|Insights

I want to post an Announcement for my group. How can I do that?|<p dir="ltr"><span>To post an Announcement to your group, go to the Manage Announcement section of your group Dashboard. Now click on "</span><span><strong>Post New Announcemen</strong>t"</span><span>&nbsp;link to post a new announcement. This announcement will be visible on the group Profile group.</span></p><div><span><br></span></div>|Groups|Members
How can I edit my Joining Date in a group I’ve joined?|<p dir="ltr"><span>To edit your joining date in a group you&rsquo;ve joined, go the "</span><span><strong>Members</strong>"</span><span>&nbsp;tab of that group and mouse-over on the Settings icon. Now, click on "</span><span><strong>Edit</strong>"</span><span>&nbsp;to edit your joining date.</span></p><div><span><br></span></div>|Groups|Members
My friend has added me to a group. How can I edit my Membership Role in that group?|<p dir="ltr"><span>To edit your Membership Role in a group you&rsquo;ve joined, go the "</span><span><strong>Members</strong>"</span><span>&nbsp;tab of that group and mouse-over on the Settings icon. Now, click on "</span><span><strong>Edit</strong>"</span><span>&nbsp;to edit the Role.</span></p><div><span><br></span></div>|Groups|Members
I do not want to receive notifications for posts in a group that I’ve joined. How can I stop them?|<p dir="ltr"><span>To stop receiving notifications from a group you've joined, go the "</span><strong>Members</strong>"<span>&nbsp;tab of that group and mouse-over on the Settings icon. Now, click on "</span><strong>Notification Settings</strong>"<span>&nbsp;to choose what do you want to get notified about.</span></p><div><span><br></span></div>|Groups|Members
Can I send message to all the members of my group in one go?|<p dir="ltr"><span>Yes, you can send messages to the members of your group in one go by using the "</span><strong>Message Members</strong>"<span>&nbsp;link available in the quick links on your group Profile group.</span></p><div><span><br></span></div>|Groups|Members
How can I leave a group?|<p dir="ltr"><span>To leave a group, please follow the steps below:</span></p><p dir="ltr"><span> 1. Go to the "</span><strong>group</strong>"<span>&nbsp;that you want to leave.</span></p><p dir="ltr"><span> 2. Click on "</span><strong>Leavegroup</strong>"<span>&nbsp;from the quicklinks on the group Profile group.</span></p><p dir="ltr"><span> 3. From the popup, click on "</span><strong>Leavegroup</strong>"<span>&nbsp;button to leave the group.</span></p><p dir="ltr"><strong id="docs-internal-guid-09121715-8417-4b74-15ab-ea9e26399fca"><br><span>Tip</span><span>: </span></strong>You can also leave a group by visiting&nbsp;"<strong id="docs-internal-guid-09121715-8417-4b74-15ab-ea9e26399fca">Mygroupes</strong>".</p>|Groups|Members
How can I join a group?|<p dir="ltr"><span>To join a group, please follow the steps below:</span></p><p dir="ltr"><span> 1. Go to the "</span><strong>group</strong>"<span>&nbsp;that you want to join.</span></p><p dir="ltr"><span> 2. Click on "</span><strong>Joingroup</strong>"<span>&nbsp;from the quicklinks on the group Profile group.</span></p><p dir="ltr"><span> 3. From the popup, click on "</span><strong>Join&nbsp;</strong><span><strong>group</strong>"</span><span>&nbsp;button to join the group.</span></p><div><span><br></span></div>|Groups|Members

Who all can add photos to my group?|<p>You can choose who all can add Photos to your group while creating your group, by choosing the appropriate option for the &ldquo;Photo Creation Privacy&rdquo; field. You can edit this privacy any time by clicking on the &ldquo;Edit group Details&rdquo; link for your group.</p>|Groups|Photos
How can I add photos to my group?|<p>You can add Photos to your group in one of the following ways:<br>1. To upload Photos, please follow the steps below:<br> a. Go to the group Profile.&nbsp; &nbsp;<br>b. Click &ldquo;Photos&rdquo; tab on the group Profile. You might have to click on the &ldquo;More&rdquo; tab to expand the menu bar to see &ldquo;Photos&rdquo;.<br>c. Click on &ldquo;Create an Album&rdquo; link from the top left corner of the &ldquo;Photos&rdquo; tab to add photos.<br>d. From &lsquo;Choose Album&rsquo; field, choose to add photos to an existing album or create a new album.<br>e. Click on &lsquo;Add Photos&rsquo; to select photos which you want to add.<br>f. Fill up the form, while photos are being uploaded.<br>g. Once the progress bar is complete, click the &lsquo;Save Photos&rsquo; button below your photos to save them to your group Album.<br><br>2. From the &ldquo;Apps&rdquo; section of your group Dashboard, click on the &ldquo;Add Photos&rdquo; button and&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &
nbsp;<br>follow the steps from &lsquo;d&rsquo; to &lsquo;g&rsquo; as in case 1 above.</p>|Groups|Photos
How many photos can I add to my group?|<p>There is no limit on the number of Photos that you can add to your group. You can add any number of Photos to your group.</p>|Groups|Photos
I want to search for a specific group Album. How can I do that?|<p>You can search for a group Album using the detailed search box available in the &ldquo;Albums&rdquo; section under group navigation.</p>|Groups|Photos
I have a group on this site. However, the Photos feature is not available for my group. What could be the reason?|<p>The reason why Photos feature is not available for your group could be that, you might have chosen a Package for your group for which the Photos App is not available. In this case, you can see if choosing a different Package with the Photos App suits you. You can change the Package for your group from the &ldquo;Packages&rdquo; section of your group Dashboard.<br>Availability of Packages for groups, and their features are conditional depending on the settings chosen by our site administrator.</p>|Groups|Photos
