I have noticed an offensive activity feed. How can I report a feed for inappropriate content?|<p>To report an activity feed to our site administrators, please follow the steps below:<br>1. Go to your <strong>Homepage</strong>.<br>2. Hover your mouse on the post that you want to report.<br>3. Click on the icon in the top right corner of the post, and choose the &ldquo;<strong>Report</strong> <strong>Feed</strong>&rdquo; option. Then, click on &ldquo;<strong>file a report</strong>&rdquo;.</p>|Popular Features|Activity Feeds
I want to hide all activity feeds from particular members / pages. I also do not want to receive updates from them in future on my home page. How can I do this?|<p>To hide all activity feeds from particular members / pages, please follow the steps below:<br>1. Go to your <strong>Homepage</strong>.<br>2. Go to the activity feed of the member / page of which you want to hide all activity feeds. Hover your mouse on that post.<br>3. Click on the icon in the top right corner of the post, and choose the &ldquo;<strong>Hide all by &hellip;.</strong>&rdquo; option.<br>Note that with this, you will also not receive any future updates from this source on your home page. You can any time easily un-hide this member / page and continue to receive updates from them.</p>|Popular Features|Activity Feeds
I have hidden all the activity feeds from one member / page. How can I un-hide those activity feeds?|<p>You can unhide activity feeds, and continue to receive updates from a member / page in one of the following ways: <br>1. To unhide activity feeds, please follow the steps below:<br> a. Go to your <strong>Homepage</strong>.<br>b. Hover your mouse on the &ldquo;<strong>All Updates</strong>&rdquo; link below the status box and click on the pencil icon to edit your activity feeds settings.<br>c. From the popup, click on <strong>cross (x)</strong> in front of that member&rsquo;s / page&rsquo;s name.<br><br>2. Hover your mouse on the &ldquo;<strong>More</strong>&rdquo; link in feeds filtering options below the status box and click on &ldquo;<strong>Settings</strong>&rdquo;. From the popup, click on <strong>cross (x</strong>) in front of that member&rsquo;s / page&rsquo;s name.</p>|Popular Features|Activity Feeds
How can I add my friends to my posts?|<p>To add your friends to your post, please follow the steps below:<br>1. Click on the Status Box, either from your Homepage or your Profile page and enter your status update.<br>2. Click on the &ldquo;<strong>Add People</strong>&rdquo; icon available in the status box<br>3. Start typing your friend&rsquo;s name. <br>4. An autosuggest will appear below the status box, select your friend from it. <br>5. Repeat steps 3 and 4 to add multiple friends to your post.<br>6. Click on &ldquo;<strong>Share</strong>&rdquo; button to post your status. <br><br>When you add your friends, their names appear after a &ldquo;- with&rdquo; text in your post and a notification update and an email will be sent to your friends added to your post.</p>|Popular Features|Activity Feeds
How can I tag pages and my friends in my posts on this community?|<p>To mention pages and your friends in your posts, you can tag them by typing &lsquo;<strong>@</strong>&rsquo; followed by their name in the status box either from your Homepage or from your Profile Page. An auto-suggest dropdown will appear below the status box. Select the page or your friends from it and click on &ldquo;<strong>Share</strong>&rdquo; button to share your status. A notification update and an email will be sent out to the page admins and your friends tagged in your post.</p>|Popular Features|Activity Feeds
How can I see my Facebook News Feed within this site?|<p>To see your Facebook News Feed from within this site, please follow the steps below:<br>1. Go to your <strong>Home Page</strong>.<br>2. Click on the &ldquo;<strong>Facebook</strong>&rdquo; Tab on the top of your activity feeds area, just below the status box.<br>3. Login into your Facebook account<br>4. Your Facebook News Feed will be displayed to you.</p>|Popular Features|Activity Feeds
How can I update my Facebook status or post to Facebook from this site?|<p>You can post to Facebook or update your Facebook status by following one of the below steps:<br>1. Please follow the steps below:<br> a. Go to your <strong>Home Page</strong>.<br>b. Click on the &ldquo;<strong>Facebook</strong>&rdquo; Tab on the top of your activity feeds area, just below the status box.<br>c. Login into your Facebook account.<br>d. Now, enter your status / post and click on the &ldquo;<strong>Share</strong>&rdquo; button.<br><br>OR<br><br>2. Please follow the steps below:<br>a. Go to your <strong>Home Page</strong>.<br>b. Now, enter your status / post and click on the &ldquo;<strong>Publish this on Facebook</strong>&rdquo; icon.<br>c. Click on the &ldquo;<strong>Share</strong>&rdquo; button.</p>|Popular Features|Activity Feeds
I do not want to see my Facebook News Feeds in my activity feed area anymore. What should I do?|<p>If you do not want to see your Facebook News Feeds in your activity feed area anymore, then click on the "<strong>Disconnect from Facebook</strong>" button placed alongside the Facebook tab on the top of your activity feeds area.</p>|Popular Features|Activity Feeds
How can I see my Twitter updates within this site?|<p>To see your Twitter updates from within this site, please follow the steps below:<br>1. Go to your <strong>Home</strong> <strong>Page</strong>.<br>2. Click on the &ldquo;<strong>Twitter</strong>&rdquo; Tab on the top of your activity feeds area, just below the status box.<br>3. Login into your Twitter account<br>4. Your Twitter updates will be displayed to you.</p>|Popular Features|Activity Feeds
How can I post a Tweet to Twitter from this site?|<p>You can post a Tweet to Twitter by following one of the below steps:<br>1. Please follow the steps below:<br> a. Go to your <strong>Home Page</strong>.<br>b. Click on the &ldquo;<strong>Twitter</strong>&rdquo; Tab on the top of your activity feeds area, just below the status box.<br>c. Login into your Twitter account.<br>d. Now, enter your Tweet and click on the Tweet button.<br><br>OR<br><br>2. Please follow the steps below:<br>a. Go to your <strong>Home Page</strong>.<br>b. Now, enter your status / post and click on the &ldquo;Publish this on Twitter&rdquo; icon.<br>c. Click on the &ldquo;<strong>Tweet</strong>&rdquo; button.</p>|Popular Features|Activity Feeds
I do not want to see my Twitter updates in my activity feed area anymore. What should I do?|<p>If you do not want to see your Twitter updates in your activity feed area anymore, then click on the "Disconnect from Twitter" button placed alongside the Twitter tab on the top of your activity feeds area.</p>|Popular Features|Activity Feeds
My problem is not listed above. What should I do now?|<p>If your problem is not listed above, then please contact us by filling the &ldquo;<strong>Contact Us</strong>&rdquo; form using the &ldquo;<strong>Contact</strong>&rdquo; link available in the footer of our site. Let us know your problem and we will try to fix it as soon as possible.</p>|Popular Features|Activity Feeds
