I had joined this community with my Twitter account using the Sign in with twitter button. How can I reset / retrieve my password for my site account so that I can sign in normally using my email and password?|<p>To reset / retrieve your password, please follow the steps below:<br>1. Click on &ldquo;<strong>SIGN</strong> <strong>IN</strong>&rdquo; from the top right corner of the page.<br>2. Now, click on &ldquo;<strong>Forgot</strong> <strong>Password?</strong>&rdquo; link.<br>3. Enter your email address in the &ldquo;<strong>Email Address</strong>&rdquo; field.<br>4. Click on &ldquo;<strong>Send Email</strong>&rdquo; button.<br>Now, you will receive an email with instructions on how to reset your password. In addition to your Twitter account, you will now also be able to login on this site with your email and password.</p>|Something is Not Working|Get Help Logging In
I am not able to permanently delete my account. How can I delete it?|<p>Of course, we don&rsquo;t want you to leaver but if you must, you can delete your account by following the steps below:<br>1. Click on &ldquo;<strong>SETTINGS</strong>&rdquo; from the main navigation menu bar at the top of any page on this community.<br>3. Click on &ldquo;<strong>Delete</strong> <strong>Account</strong>&rsquo; in the &ldquo;<strong>My Settings</strong>&rdquo; navigation.<br>4. From the popup, click on &ldquo;<strong>Yes, Delete My Account</strong>&rdquo; to confirm the deletion.<br>Any content you've uploaded in the past will be permanently deleted, you will be immediately signed out and will no longer be able to sign into this account.</p>|Something is Not Working|Report a Broken Feature
My problem is not listed above. What should I do now?|<p>If your problem is not listed above, then please contact us by filling the &ldquo;<strong>Contact Us</strong>&rdquo; form using the &ldquo;<strong>Contact</strong>&rdquo; link available in the footer of our site. Let us know your problem and we will try to fix it as soon as possible.</p>|Something is Not Working|Report a Broken Feature
How do I Report a content on this community?|<p>To Report any inappropriate content use the &ldquo;<strong>Report</strong>&rdquo; link available on the main content page. <br>For example, reporting a Blog:<br>1. Go to the &ldquo;<strong>Blog</strong>&rdquo; you want to report.<br>2. Click on the &ldquo;<strong>Report</strong>&rdquo; link available to you in the quick-links in the left side. <br>3. Fill up the form.<br>4. Click on &ldquo;<strong>Submit</strong> <strong>Report</strong>&rdquo; button to submit your report.</p>|Report Abuse or Policy Violation|Learn How to Address Abuse
How do I block another member?|<p>To block someone, please follow the steps below:<br>1. Go to the profile of the member that you want to block.<br>2. Click on the &ldquo;<strong>Block Member</strong>&rdquo; link on the left side of the page. <br>3. From the popup, click on &ldquo;<strong>Block Member</strong>&rdquo; to confirm that you want to block that member.</p>|Report Abuse or Policy Violation|Learn How to Address Abuse
How will I be notified if someone has reported my content as abusive?|<p>&nbsp;If your content is reported as abusive by any member on this community, no notification is sent to you. Our site administrators will verify the reports and if verified, they can delete your content. They&nbsp; can also delete your account, if you are continuously found to post spams or abusive content.</p>|Report Abuse or Policy Violation|Learn How to Address Abuse
Can I protect my content from being reported as abusive or spam?|<p>No, you cannot stop your content from being reported as spam or abusive. Any member can report any content / member on this community, if it is found unsuitable.</p>|Report Abuse or Policy Violation|Learn How to Address Abuse
I have reported a content but I am still able to see it. Why so?|<p>Reporting does not mean deletion of the content. Our site administrators will work on your report and the content will be deleted from this community if it is found to be abusive or inappropriate.</p>|Report Abuse or Policy Violation|Report a Violation
Can any other members see my email address?|<p>No - only you can see your email address. Our members&rsquo; privacy and security are of the utmost importance so we have taken steps to prevent spammers and other undesirables from noting your address.<br>Although you can see your email address when you access your own profile, nobody else can see that information. Your email address is kept very securely and is not available to anyone else.</p>|Report Abuse or Policy Violation|Report a Violation
Where can I find the Privacy Statement of this community?|<p>To view the Privacy Statement of this community, click on the &ldquo;<strong>Privacy</strong>&rdquo; link available to you in the footer of this site. On the &ldquo;<strong>Privacy Statement</strong>&rdquo; page, you will find the privacy statements of our website.</p>|Report Abuse or Policy Violation|Report a Violation
Where can I find the Terms of Service of this community?|<p>To view the Terms of Service of this community, click on the &ldquo;<strong>Terms of Service</strong>&rdquo; link available to you in the footer of this site. On the &ldquo;<strong>Terms</strong> <strong>of</strong> <strong>Service</strong>&rdquo; page, you will find the terms of services of our website.</p>|Report Abuse or Policy Violation|Report a Violation
How do I sign up with my Twitter account?|<p>To sign up with your Twitter account, please follow the steps below:<br>1. Click on &ldquo;<strong>SIGN</strong> <strong>IN</strong>&rdquo; from the top right corner of the page.<br>2. Now, click on the &ldquo;<strong>Sign in with twitter</strong>&rdquo; button.<br>3. Enter your username and password to login into your Twitter account.<br>4. Fill the details to create your account.<br>You are now ready to go with your new account on this community.</p>|Login with other services|Login with your Twitter Account
How can I integrate my Twitter account with my account on this site?|<p>To integrate your Twitter account with your account on this site, please follow the steps below:<br>1. Click on &ldquo;<strong>SETTINGS</strong>&rdquo; link at the top right corner from any page of this community.<br>2. Go to &ldquo;<strong>General</strong>&rdquo; section under <strong>My Settings</strong> navigation.<br>3. Click on &ldquo;<strong>Sign in with twitter</strong>&rdquo; button.<br>4. Login into your Twitter account.<br>Now your Twitter account has been integrated. You will now also be able to login on this site with your Twitter account and will be able to easily publish updates to Twitter.</p>|Login with other services|Login with your Twitter Account
How can I login into this community using my Twitter account?|<p>To sign in with your Twitter account, please follow the steps below:<br>1. Click on &ldquo;<strong>SIGN IN</strong>&rdquo; from the top right corner of the page.<br>2. Now, click on the &ldquo;<strong>Sign in with twitter</strong>&rdquo; button.<br>3. Login into your Twitter account.<br><br>Note : You would be able to sign in with your Twitter account only if you have signed up on this community using your Twitter account or if you have integrated your Twitter account with your account on this site.</p>|Login with other services|Login with your Twitter Account
How do I sign up with my Facebook account?|<p>To sign up with your Facebook account, please follow the steps below:<br>1. Click on &ldquo;<strong>SIGN IN</strong>&rdquo; from the top right corner of the page.<br>2. Now, click on the &ldquo;<strong>f connect</strong>&rdquo; button.<br>3. Enter your username and password to login into your Facebook account.<br>4. Fill the details to create your account.<br>You are now ready to go with your new account on this community.</p>|Login with other services|Login with your Facebook Account
How can I integrate my Facebook account with my account on this site?|<p>To integrate your Facebook account with your account on this site, please follow the steps below:<br>1. Click on &ldquo;<strong>SETTINGS</strong>&rdquo; link at the top right corner from any page of this community.<br>2. Go to &ldquo;<strong>General</strong>&rdquo; section under My Settings navigation.<br>3. Click on &ldquo;<strong>f Connect</strong>&rdquo; button.<br>4. Login into your Facebook account.<br>Now your Facebook account has been integrated. You will now also be able to login on this site with your Facebook account and will be able to easily publish updates to Facebook .</p>|Login with other services|Login with your Facebook Account
How can I login into this community using my Facebook account?|<p>To sign in with your Facebook account, please follow the steps below:<br>1. Click on &ldquo;<strong>SIGN IN</strong>&rdquo; from the top right corner of the page.<br>2. Now, click on the &ldquo;<strong>f Connect</strong>&rdquo; button.<br>3. Login into your Facebook account.</p>|Login with other services|Login with your Facebook Account
What are Notifications and how can I change my notification settings?|<p>Notifications are updates for various actions that someone might make on your profile, on any content related to you. For example, whenever someone comments on something you have posted, you will be notified by email. The default setting is for an email to be sent out whenever anything that relates to your account occurs. If you decide you are getting too many notification emails, you can pick and choose which ones are sent. For example, you may not want to be notified every time there&rsquo;s a reply to one of your comments but you may want to know when other members send you a personal message or a friend request. &nbsp;<br><br>To change your Notification settings, please follow the steps below: <br>1. Click on &ldquo;<strong>SETTINGS</strong>&rdquo; link at the top right corner from any page of this community.<br>2. Go to &ldquo;<strong>Notifications</strong>&rdquo; section.<br>3. Select the actions on your Profile for which you want to receive email notifications.<br>4. When you are done, click on &ldquo;<strong>Save Changes</strong>&rdquo; button to save your changes.</p>|Communication and Notification|Trouble Receiving Email Notifications
I am not receiving email alerts for the actions on my Profile. What should I do?|<p>To receive email alerts, please follow the steps below:<br>1. Click on &ldquo;<strong>SETTINGS</strong>&rdquo; link at the top right corner from any page of this community.<br>2. Go to &ldquo;<strong>Notifications</strong>&rdquo; section.<br>3. Select the actions on your Profile for which you want to receive email notifications.<br>4. When you are done, click on &ldquo;<strong>Save Changes</strong>&rdquo; button to save your changes.</p>|Communication and Notification|Trouble Receiving Email Notifications
How do I stop email notifications coming to me from this site?|<p>To stop receiving email notifications:<br>1. Click on &ldquo;<strong>SETTINGS</strong>&rdquo; link at the top right corner from any page of this community.<br>2. Go to the &lsquo;<strong>Notifications</strong>&rsquo; section.<br>3. Now, uncheck the fields for which you do not want to receive email notifications.<br>4. When you are done, click on &ldquo;<strong>Save Changes</strong>&rdquo; button to save your changes.</p>|Communication and Notification|Trouble Receiving Email Notifications
What do I do if someone is annoying me via chat?|<p>Members confirmed by you as your friends can only contact you through chat. If you do not want to be in contact with them anymore, you can anytime &lsquo;unfriend&rsquo; that person from their profile. If required, you can also block them by visiting their profile and clicking on the &ldquo;<strong>Block Member</strong>&rdquo; link.</p>|Communication and Notification|Stay connected with online friends
How do I send a friend request to members on this site?|<p>To send a friend request to members on this site, please follow the steps below:<br>1. Go to the profile of the member that you want to send friend request to.<br>2. Click on the &ldquo;<strong>Add</strong> <strong>to</strong> <strong>My</strong> <strong>Friends</strong>&rdquo; link on the left side of the page. <br>3. From the popup, click on &ldquo;<strong>Add</strong> <strong>Friend</strong>&rdquo; to confirm that you want to send the request.</p>|Communication and Notification|Stay connected with online friends
How do I cancel my friend request?|<p>To cancel your friend request, please follow the steps below:<br>1. Go to the profile of the member to whom you have sent a friend request and for whom you want to cancel the request.<br>2. Click on the &ldquo;<strong>Cancel Friend Request</strong>&rdquo; link on the left side of the page. <br>3. From the popup, click on &ldquo;<strong>Cancel</strong> <strong>request</strong>&rdquo; to confirm that you want to cancel the request.</p>|Communication and Notification|Stay connected with online friends
How can I remove a member from my friends?|<p>To remove a member from your friends, please follow the steps below:<br>1. Go to the profile of the member that you want to remove from your friends.<br>2. Click on the &ldquo;<strong>Remove</strong> <strong>from</strong> <strong>Friends</strong>&rdquo; link on the left side of the page. <br>3. From the popup, click on &ldquo;<strong>Remove</strong> <strong>Friend</strong>&rdquo; to confirm that you want to remove the member.</p>|Communication and Notification|Stay connected with online friends
